RELIG,CHILDS,AGEKDBRN,EDUC,HAPPY,ATTEND,GOD,INCOME16,FAMGEN,RELIG16,RELITEN,DEGREE,AGE,SEX,RACE,MARITAL,POLVIEWS,HRS1
PROTESTANT,2.0,30.0,16.0,2.0,Never,6.0,26.0,2.0,NONE,Not very strong,Associate/junior college,44.0,2.0,1.0,2.0,5.0,40.0
PROTESTANT,2.0,,17.0,1.0,About once a month,6.0,,2.0,PROTESTANT,Strong,Associate/junior college,43.0,2.0,1.0,1.0,4.0,45.0
PROTESTANT,3.0,33.0,15.0,1.0,Every week,6.0,24.0,2.0,PROTESTANT,Strong,Bachelor's,48.0,1.0,1.0,1.0,6.0,45.0
NONE,0.0,,12.0,2.0,Never,3.0,20.0,2.0,PROTESTANT,No religion,High school,27.0,1.0,1.0,5.0,4.0,48.0
NONE,6.0,25.0,12.0,2.0,Never,5.0,18.0,1.0,PROTESTANT,No religion,High school,59.0,2.0,1.0,2.0,3.0,
PROTESTANT,3.0,25.0,13.0,2.0,Never,5.0,23.0,1.0,PROTESTANT,Not very strong,High school,46.0,1.0,3.0,1.0,4.0,40.0
PROTESTANT,3.0,21.0,14.0,2.0,About once or twice a year,6.0,19.0,2.0,PROTESTANT,Strong,Associate/junior college,51.0,1.0,1.0,1.0,5.0,40.0
NONE,2.0,21.0,16.0,1.0,Never,6.0,20.0,1.0,NONE,No religion,Bachelor's,63.0,1.0,1.0,1.0,4.0,40.0
PROTESTANT,2.0,24.0,12.0,1.0,Every week,6.0,25.0,5.0,PROTESTANT,Strong,High school,76.0,2.0,1.0,2.0,6.0,
PROTESTANT,2.0,22.0,16.0,1.0,2-3 times a month,6.0,26.0,1.0,PROTESTANT,Strong,Bachelor's,56.0,2.0,1.0,1.0,6.0,40.0
PROTESTANT,4.0,21.0,13.0,1.0,Every week,6.0,19.0,2.0,PROTESTANT,Strong,High school,39.0,1.0,1.0,1.0,6.0,30.0
NONE,3.0,20.0,14.0,2.0,Never,6.0,10.0,2.0,PROTESTANT,No religion,Associate/junior college,34.0,2.0,1.0,5.0,4.0,45.0
PROTESTANT,2.0,25.0,12.0,2.0,About once or twice a year,5.0,10.0,5.0,PROTESTANT,Not very strong,High school,36.0,2.0,1.0,1.0,4.0,35.0
CATHOLIC,0.0,,12.0,3.0,Never,6.0,10.0,1.0,CATHOLIC,Somewhat strong (vol.),High school,51.0,2.0,1.0,5.0,4.0,
BUDDHISM,1.0,19.0,20.0,2.0,Never,2.0,14.0,1.0,PROTESTANT,Strong,Bachelor's,62.0,1.0,1.0,2.0,2.0,
PROTESTANT,1.0,23.0,14.0,1.0,Several times a week,6.0,19.0,2.0,PROTESTANT,Strong,High school,75.0,2.0,2.0,2.0,4.0,
PROTESTANT,1.0,47.0,12.0,3.0,Several times a week,6.0,10.0,1.0,PROTESTANT,Not very strong,High school,68.0,1.0,1.0,3.0,2.0,
PROTESTANT,4.0,19.0,10.0,1.0,Every week,6.0,10.0,1.0,PROTESTANT,Strong,High school,79.0,2.0,1.0,2.0,4.0,
PROTESTANT,2.0,19.0,14.0,2.0,2-3 times a month,6.0,,1.0,PROTESTANT,Strong,High school,66.0,2.0,1.0,3.0,6.0,
PROTESTANT,1.0,18.0,10.0,3.0,2-3 times a month,3.0,9.0,2.0,PROTESTANT,Not very strong,Less than high school,20.0,2.0,1.0,1.0,4.0,
PROTESTANT,3.0,18.0,12.0,1.0,Every week,6.0,21.0,1.0,PROTESTANT,Strong,High school,74.0,2.0,1.0,1.0,5.0,
PROTESTANT,4.0,21.0,14.0,3.0,Every week,6.0,18.0,2.0,PROTESTANT,Not very strong,High school,48.0,2.0,2.0,4.0,4.0,
PROTESTANT,2.0,25.0,13.0,2.0,Several times a year,6.0,14.0,1.0,PROTESTANT,Not very strong,High school,52.0,2.0,1.0,1.0,4.0,40.0
PROTESTANT,4.0,23.0,14.0,2.0,Nearly every week,6.0,17.0,1.0,PROTESTANT,Not very strong,High school,87.0,1.0,1.0,2.0,6.0,
PROTESTANT,3.0,24.0,14.0,1.0,Several times a week,6.0,15.0,2.0,PROTESTANT,Not very strong,Associate/junior college,39.0,1.0,1.0,1.0,5.0,40.0
PROTESTANT,3.0,20.0,14.0,2.0,Several times a week,6.0,19.0,2.0,PROTESTANT,Strong,High school,35.0,2.0,2.0,1.0,4.0,
PROTESTANT,0.0,,14.0,2.0,2-3 times a month,6.0,14.0,2.0,PROTESTANT,Not very strong,High school,30.0,2.0,1.0,5.0,5.0,40.0
PROTESTANT,0.0,,13.0,2.0,Every week,5.0,19.0,2.0,PROTESTANT,Strong,High school,20.0,2.0,1.0,5.0,5.0,
PROTESTANT,0.0,,12.0,2.0,Every week,6.0,19.0,1.0,PROTESTANT,Not very strong,High school,49.0,2.0,1.0,1.0,6.0,40.0
CATHOLIC,3.0,26.0,17.0,2.0,Every week,6.0,15.0,6.0,CATHOLIC,Not very strong,Bachelor's,36.0,2.0,1.0,1.0,4.0,40.0
PROTESTANT,2.0,19.0,7.0,1.0,Several times a week,6.0,18.0,1.0,PROTESTANT,Strong,Less than high school,40.0,1.0,1.0,1.0,6.0,60.0
CATHOLIC,2.0,26.0,12.0,2.0,Several times a year,5.0,24.0,1.0,CATHOLIC,Not very strong,High school,62.0,1.0,1.0,1.0,2.0,
NONE,0.0,,12.0,2.0,Never,3.0,13.0,1.0,NONE,No religion,High school,22.0,2.0,1.0,5.0,6.0,
PROTESTANT,2.0,34.0,20.0,1.0,2-3 times a month,6.0,22.0,1.0,PROTESTANT,Strong,Graduate,38.0,2.0,1.0,1.0,2.0,50.0
PROTESTANT,3.0,28.0,16.0,1.0,Every week,6.0,20.0,1.0,PROTESTANT,Strong,Graduate,59.0,1.0,1.0,1.0,7.0,45.0
NONE,0.0,,15.0,1.0,About once or twice a year,5.0,18.0,1.0,PROTESTANT,No religion,High school,25.0,2.0,1.0,1.0,4.0,30.0
PROTESTANT,2.0,20.0,12.0,2.0,About once or twice a year,5.0,11.0,1.0,PROTESTANT,Not very strong,High school,55.0,2.0,1.0,1.0,2.0,
PROTESTANT,3.0,24.0,12.0,1.0,About once or twice a year,6.0,22.0,1.0,PROTESTANT,Not very strong,High school,37.0,2.0,1.0,1.0,4.0,35.0
PROTESTANT,2.0,23.0,16.0,1.0,Several times a year,6.0,21.0,1.0,PROTESTANT,Strong,Graduate,72.0,2.0,1.0,1.0,7.0,6.0
PROTESTANT,5.0,16.0,9.0,1.0,Every week,6.0,,1.0,PROTESTANT,Strong,Less than high school,58.0,2.0,1.0,1.0,2.0,40.0
CHRISTIAN,2.0,21.0,12.0,1.0,Never,6.0,13.0,1.0,PROTESTANT,Strong,High school,65.0,2.0,1.0,1.0,4.0,22.0
PROTESTANT,0.0,,12.0,2.0,Never,6.0,18.0,1.0,PROTESTANT,Not very strong,High school,46.0,2.0,1.0,1.0,5.0,
NONE,3.0,21.0,12.0,2.0,Never,4.0,20.0,1.0,CATHOLIC,No religion,High school,50.0,2.0,1.0,1.0,4.0,
PROTESTANT,0.0,,12.0,2.0,Several times a year,6.0,18.0,1.0,PROTESTANT,Not very strong,High school,85.0,1.0,1.0,1.0,4.0,
PROTESTANT,1.0,24.0,16.0,2.0,Never,6.0,8.0,1.0,PROTESTANT,Not very strong,Bachelor's,73.0,1.0,1.0,1.0,1.0,
PROTESTANT,2.0,25.0,12.0,2.0,Every week,6.0,24.0,3.0,PROTESTANT,Strong,High school,89.0,1.0,1.0,2.0,6.0,60.0
PROTESTANT,0.0,,14.0,2.0,Never,1.0,14.0,1.0,PROTESTANT,Not very strong,High school,69.0,1.0,1.0,2.0,4.0,
PROTESTANT,3.0,24.0,12.0,1.0,Never,5.0,,1.0,PROTESTANT,Not very strong,High school,71.0,1.0,1.0,3.0,2.0,
PROTESTANT,1.0,21.0,12.0,1.0,Several times a week,6.0,20.0,1.0,PROTESTANT,Strong,High school,66.0,2.0,1.0,1.0,7.0,
PROTESTANT,0.0,,11.0,2.0,Several times a week,6.0,23.0,5.0,PROTESTANT,Strong,Less than high school,19.0,1.0,1.0,5.0,7.0,
NONE,3.0,21.0,6.0,2.0,Never,6.0,,1.0,PROTESTANT,No religion,Less than high school,56.0,1.0,1.0,1.0,,
NONE,5.0,19.0,8.0,3.0,About once or twice a year,6.0,16.0,2.0,PROTESTANT,No religion,Less than high school,46.0,1.0,1.0,3.0,4.0,
PROTESTANT,5.0,17.0,14.0,2.0,Nearly every week,6.0,19.0,1.0,PROTESTANT,Strong,High school,49.0,2.0,1.0,1.0,6.0,
PROTESTANT,7.0,16.0,14.0,2.0,Never,6.0,15.0,2.0,PROTESTANT,Not very strong,High school,34.0,2.0,1.0,5.0,1.0,40.0
CATHOLIC,1.0,29.0,14.0,2.0,About once or twice a year,3.0,21.0,2.0,CATHOLIC,Not very strong,High school,31.0,2.0,1.0,1.0,4.0,13.0
PROTESTANT,0.0,,12.0,3.0,About once or twice a year,6.0,15.0,1.0,PROTESTANT,Strong,High school,32.0,2.0,2.0,5.0,5.0,37.0
NONE,0.0,,17.0,2.0,Never,3.0,16.0,1.0,CATHOLIC,No religion,Bachelor's,26.0,1.0,1.0,5.0,2.0,40.0
PROTESTANT,8.0,20.0,12.0,2.0,About once or twice a year,6.0,26.0,1.0,PROTESTANT,Not very strong,High school,53.0,1.0,1.0,4.0,4.0,70.0
NONE,0.0,,13.0,2.0,Never,3.0,1.0,1.0,NONE,No religion,High school,20.0,2.0,2.0,5.0,4.0,65.0
PROTESTANT,2.0,23.0,12.0,2.0,2-3 times a month,6.0,18.0,1.0,PROTESTANT,Not very strong,High school,39.0,2.0,1.0,3.0,5.0,80.0
NONE,2.0,24.0,12.0,1.0,Never,2.0,21.0,2.0,NONE,No religion,High school,38.0,2.0,1.0,1.0,2.0,70.0
CATHOLIC,0.0,,19.0,3.0,Several times a year,4.0,21.0,1.0,CATHOLIC,Not very strong,Graduate,33.0,1.0,1.0,5.0,4.0,50.0
PROTESTANT,1.0,21.0,12.0,2.0,About once or twice a year,5.0,20.0,1.0,PROTESTANT,Not very strong,High school,63.0,1.0,1.0,1.0,6.0,30.0
PROTESTANT,7.0,23.0,9.0,1.0,Never,3.0,14.0,1.0,PROTESTANT,Not very strong,Less than high school,82.0,1.0,1.0,1.0,3.0,
PROTESTANT,3.0,18.0,12.0,3.0,Several times a year,6.0,15.0,1.0,PROTESTANT,Strong,High school,47.0,2.0,1.0,5.0,4.0,65.0
PROTESTANT,2.0,35.0,14.0,2.0,Every week,6.0,9.0,1.0,PROTESTANT,Strong,Associate/junior college,38.0,1.0,1.0,1.0,6.0,45.0
PROTESTANT,1.0,22.0,14.0,2.0,Every week,5.0,19.0,2.0,PROTESTANT,Not very strong,High school,25.0,1.0,2.0,5.0,4.0,64.0
PROTESTANT,1.0,19.0,9.0,1.0,About once or twice a year,5.0,20.0,6.0,PROTESTANT,Not very strong,Less than high school,55.0,2.0,2.0,5.0,7.0,34.0
CATHOLIC,3.0,20.0,10.0,1.0,Nearly every week,6.0,22.0,1.0,CATHOLIC,Strong,High school,55.0,2.0,3.0,1.0,7.0,40.0
PROTESTANT,0.0,,16.0,2.0,Never,6.0,19.0,1.0,PROTESTANT,Not very strong,Bachelor's,74.0,2.0,1.0,5.0,6.0,
PROTESTANT,3.0,21.0,12.0,1.0,Every week,5.0,23.0,1.0,NONE,Not very strong,High school,77.0,1.0,1.0,1.0,5.0,
CATHOLIC,4.0,19.0,12.0,1.0,Every week,6.0,26.0,1.0,CATHOLIC,Strong,High school,61.0,2.0,1.0,2.0,4.0,50.0
PROTESTANT,1.0,19.0,12.0,2.0,Nearly every week,6.0,22.0,2.0,PROTESTANT,Not very strong,High school,29.0,1.0,1.0,5.0,6.0,40.0
NONE,2.0,23.0,12.0,2.0,Several times a year,3.0,20.0,2.0,NONE,No religion,High school,29.0,2.0,1.0,1.0,4.0,45.0
NATIVE AMERICAN,3.0,23.0,12.0,2.0,Every week,6.0,18.0,2.0,NATIVE AMERICAN,Strong,High school,31.0,2.0,3.0,5.0,4.0,40.0
PROTESTANT,2.0,24.0,12.0,2.0,2-3 times a month,6.0,12.0,2.0,PROTESTANT,Strong,High school,37.0,2.0,1.0,3.0,4.0,47.0
PROTESTANT,4.0,23.0,12.0,2.0,2-3 times a month,6.0,10.0,1.0,PROTESTANT,Not very strong,High school,74.0,1.0,1.0,3.0,4.0,
PROTESTANT,4.0,24.0,14.0,3.0,Every week,6.0,13.0,1.0,PROTESTANT,Strong,Associate/junior college,80.0,2.0,1.0,2.0,6.0,24.0
PROTESTANT,6.0,18.0,12.0,2.0,Every week,6.0,13.0,1.0,PROTESTANT,Strong,High school,78.0,2.0,1.0,2.0,3.0,
PROTESTANT,2.0,22.0,12.0,1.0,Less than once a year,6.0,15.0,1.0,PROTESTANT,Not very strong,High school,59.0,1.0,1.0,1.0,4.0,
PROTESTANT,3.0,26.0,12.0,2.0,2-3 times a month,5.0,17.0,2.0,PROTESTANT,Not very strong,High school,39.0,2.0,1.0,1.0,3.0,30.0
PROTESTANT,2.0,19.0,12.0,2.0,Never,6.0,6.0,1.0,PROTESTANT,Not very strong,High school,59.0,1.0,1.0,3.0,4.0,
PROTESTANT,3.0,22.0,12.0,2.0,Several times a year,5.0,24.0,2.0,PROTESTANT,Not very strong,High school,52.0,1.0,1.0,1.0,5.0,50.0
PROTESTANT,7.0,23.0,16.0,2.0,Every week,5.0,21.0,2.0,PROTESTANT,Strong,Bachelor's,44.0,2.0,1.0,1.0,6.0,
PROTESTANT,1.0,27.0,12.0,2.0,Never,5.0,16.0,2.0,PROTESTANT,Not very strong,High school,36.0,2.0,1.0,5.0,3.0,36.0
NONE,3.0,22.0,12.0,1.0,Never,6.0,13.0,1.0,CATHOLIC,No religion,High school,83.0,1.0,1.0,1.0,1.0,
PROTESTANT,0.0,,12.0,1.0,About once a month,5.0,18.0,1.0,PROTESTANT,Not very strong,High school,47.0,2.0,1.0,3.0,4.0,40.0
PROTESTANT,3.0,28.0,12.0,2.0,Less than once a year,3.0,23.0,2.0,PROTESTANT,Not very strong,High school,65.0,1.0,1.0,1.0,5.0,60.0
CATHOLIC,2.0,27.0,12.0,2.0,Never,6.0,21.0,2.0,CATHOLIC,Not very strong,High school,37.0,1.0,1.0,1.0,5.0,60.0
PROTESTANT,2.0,33.0,16.0,2.0,About once a month,4.0,21.0,2.0,PROTESTANT,Strong,Bachelor's,56.0,2.0,1.0,1.0,2.0,30.0
CATHOLIC,1.0,30.0,12.0,1.0,Several times a year,6.0,21.0,2.0,CATHOLIC,Not very strong,High school,40.0,1.0,1.0,1.0,6.0,1.0
PROTESTANT,2.0,30.0,16.0,1.0,2-3 times a month,5.0,22.0,1.0,PROTESTANT,Strong,Graduate,39.0,1.0,1.0,1.0,2.0,40.0
PROTESTANT,0.0,,19.0,2.0,Less than once a year,6.0,10.0,1.0,PROTESTANT,Not very strong,Bachelor's,30.0,2.0,1.0,5.0,4.0,40.0
MUSLIM/ISLAM,0.0,,15.0,1.0,Every week,5.0,5.0,1.0,MUSLIM/ISLAM,Not very strong,Graduate,29.0,1.0,3.0,5.0,4.0,
NONE,0.0,,12.0,2.0,Less than once a year,1.0,,1.0,NONE,No religion,High school,24.0,2.0,3.0,5.0,6.0,16.0
PROTESTANT,3.0,18.0,12.0,2.0,About once or twice a year,3.0,9.0,1.0,PROTESTANT,Somewhat strong (vol.),High school,59.0,2.0,1.0,4.0,4.0,
PROTESTANT,3.0,30.0,14.0,1.0,Less than once a year,5.0,22.0,1.0,PROTESTANT,Not very strong,High school,44.0,1.0,1.0,1.0,5.0,55.0
CHRISTIAN,1.0,32.0,16.0,3.0,About once or twice a year,3.0,19.0,1.0,CATHOLIC,,Bachelor's,59.0,1.0,2.0,3.0,3.0,
NONE,0.0,,18.0,2.0,Never,2.0,17.0,1.0,NONE,No religion,Graduate,39.0,1.0,1.0,5.0,1.0,40.0
CATHOLIC,1.0,26.0,14.0,3.0,,6.0,9.0,1.0,CATHOLIC,Not very strong,High school,72.0,2.0,1.0,3.0,4.0,
PROTESTANT,2.0,23.0,10.0,2.0,About once or twice a year,6.0,14.0,2.0,PROTESTANT,Strong,High school,56.0,2.0,1.0,3.0,4.0,38.0
CATHOLIC,3.0,22.0,14.0,2.0,Less than once a year,5.0,20.0,1.0,CATHOLIC,Not very strong,High school,36.0,2.0,1.0,3.0,4.0,40.0
PROTESTANT,3.0,27.0,12.0,1.0,Never,6.0,15.0,1.0,PROTESTANT,Not very strong,High school,82.0,1.0,1.0,1.0,2.0,
NONE,3.0,19.0,13.0,2.0,Never,6.0,11.0,2.0,CATHOLIC,No religion,High school,35.0,2.0,1.0,5.0,4.0,25.0
PROTESTANT,2.0,25.0,15.0,2.0,Less than once a year,5.0,21.0,2.0,PROTESTANT,Not very strong,Associate/junior college,37.0,1.0,1.0,1.0,4.0,40.0
CATHOLIC,1.0,29.0,12.0,3.0,Several times a year,5.0,25.0,1.0,CATHOLIC,Somewhat strong (vol.),High school,62.0,1.0,1.0,1.0,4.0,50.0
PROTESTANT,1.0,29.0,20.0,2.0,About once a month,6.0,24.0,2.0,PROTESTANT,Strong,Graduate,33.0,2.0,1.0,1.0,5.0,50.0
PROTESTANT,0.0,,12.0,2.0,Never,6.0,8.0,1.0,NONE,Not very strong,High school,25.0,1.0,1.0,5.0,6.0,8.0
PROTESTANT,0.0,,16.0,1.0,Never,6.0,21.0,1.0,PROTESTANT,Somewhat strong (vol.),Associate/junior college,40.0,2.0,1.0,1.0,4.0,36.0
PROTESTANT,1.0,35.0,14.0,3.0,Less than once a year,6.0,16.0,1.0,PROTESTANT,Not very strong,Associate/junior college,63.0,2.0,1.0,3.0,5.0,
CATHOLIC,2.0,32.0,20.0,2.0,2-3 times a month,6.0,21.0,1.0,NONE,Not very strong,Graduate,50.0,2.0,1.0,1.0,4.0,45.0
PROTESTANT,0.0,,14.0,1.0,Never,2.0,21.0,1.0,PROTESTANT,Not very strong,High school,71.0,1.0,1.0,1.0,6.0,
PROTESTANT,3.0,25.0,8.0,1.0,Never,3.0,1.0,1.0,,Strong,Less than high school,77.0,1.0,1.0,2.0,1.0,
PROTESTANT,0.0,,12.0,3.0,Less than once a year,6.0,1.0,1.0,PROTESTANT,Strong,High school,33.0,1.0,1.0,5.0,4.0,
PROTESTANT,0.0,,12.0,1.0,Several times a year,3.0,18.0,1.0,PROTESTANT,Not very strong,High school,54.0,1.0,1.0,5.0,6.0,
PROTESTANT,4.0,26.0,12.0,1.0,Never,6.0,24.0,1.0,PROTESTANT,Not very strong,High school,41.0,1.0,1.0,1.0,5.0,
PROTESTANT,2.0,31.0,17.0,3.0,About once a month,6.0,21.0,2.0,PROTESTANT,Not very strong,Bachelor's,51.0,1.0,1.0,1.0,6.0,40.0
NONE,0.0,,12.0,2.0,Never,3.0,8.0,1.0,OTHER,No religion,High school,42.0,2.0,1.0,5.0,4.0,55.0
CATHOLIC,3.0,20.0,13.0,2.0,Every week,5.0,18.0,1.0,CATHOLIC,Strong,High school,73.0,1.0,1.0,1.0,5.0,
PROTESTANT,0.0,,12.0,2.0,Never,5.0,1.0,1.0,PROTESTANT,Not very strong,High school,23.0,1.0,1.0,5.0,3.0,
PROTESTANT,0.0,,12.0,2.0,Never,6.0,2.0,1.0,PROTESTANT,Not very strong,High school,57.0,1.0,1.0,5.0,5.0,
CATHOLIC,8.0,31.0,19.0,1.0,Several times a week,6.0,10.0,1.0,CATHOLIC,Strong,Bachelor's,65.0,1.0,1.0,,1.0,
CATHOLIC,6.0,24.0,2.0,2.0,About once or twice a year,6.0,,1.0,CATHOLIC,Not very strong,Less than high school,58.0,1.0,3.0,1.0,3.0,50.0
PROTESTANT,0.0,,13.0,2.0,About once or twice a year,2.0,19.0,2.0,CATHOLIC,Not very strong,High school,59.0,1.0,1.0,3.0,5.0,44.0
PROTESTANT,0.0,,18.0,2.0,About once or twice a year,5.0,14.0,1.0,CATHOLIC,Not very strong,Graduate,27.0,2.0,1.0,1.0,5.0,40.0
NONE,0.0,,16.0,2.0,About once or twice a year,3.0,17.0,1.0,PROTESTANT,No religion,Bachelor's,29.0,1.0,1.0,5.0,4.0,42.0
CATHOLIC,3.0,18.0,12.0,1.0,About once a month,5.0,20.0,1.0,CATHOLIC,Not very strong,High school,32.0,2.0,1.0,1.0,5.0,45.0
NONE,1.0,26.0,11.0,1.0,Never,1.0,17.0,3.0,PROTESTANT,No religion,Less than high school,32.0,1.0,1.0,5.0,4.0,40.0
PROTESTANT,0.0,,13.0,2.0,About once a month,2.0,15.0,1.0,PROTESTANT,Not very strong,High school,27.0,1.0,3.0,5.0,3.0,40.0
PROTESTANT,0.0,,12.0,2.0,Never,3.0,19.0,1.0,PROTESTANT,Not very strong,High school,40.0,2.0,1.0,1.0,4.0,37.0
OTHER,2.0,24.0,17.0,1.0,About once a month,6.0,17.0,2.0,PROTESTANT,Strong,Bachelor's,30.0,2.0,1.0,1.0,4.0,
NONE,0.0,,14.0,3.0,Never,2.0,19.0,1.0,CATHOLIC,No religion,Associate/junior college,68.0,2.0,1.0,5.0,3.0,
PROTESTANT,1.0,29.0,17.0,3.0,Less than once a year,4.0,11.0,2.0,PROTESTANT,Not very strong,Bachelor's,47.0,2.0,1.0,3.0,3.0,40.0
CATHOLIC,0.0,,9.0,2.0,About once or twice a year,6.0,1.0,1.0,CATHOLIC,Strong,Less than high school,51.0,1.0,1.0,5.0,4.0,3.0
PROTESTANT,3.0,17.0,11.0,1.0,Never,5.0,19.0,1.0,,Not very strong,Less than high school,56.0,2.0,1.0,1.0,,55.0
PROTESTANT,2.0,21.0,10.0,2.0,Nearly every week,6.0,14.0,1.0,PROTESTANT,Somewhat strong (vol.),High school,70.0,1.0,1.0,3.0,7.0,72.0
PROTESTANT,6.0,23.0,13.0,3.0,Never,5.0,15.0,1.0,PROTESTANT,Not very strong,High school,80.0,1.0,3.0,1.0,2.0,
NONE,2.0,15.0,8.0,3.0,Never,3.0,17.0,1.0,PROTESTANT,No religion,Less than high school,53.0,2.0,1.0,1.0,4.0,32.0
PROTESTANT,4.0,22.0,12.0,2.0,Several times a week,6.0,9.0,2.0,PROTESTANT,Strong,High school,79.0,1.0,1.0,3.0,5.0,
PROTESTANT,2.0,19.0,12.0,1.0,About once or twice a year,6.0,18.0,1.0,PROTESTANT,Not very strong,High school,57.0,2.0,1.0,1.0,3.0,40.0
PROTESTANT,3.0,18.0,10.0,3.0,Every week,6.0,2.0,1.0,PROTESTANT,Not very strong,High school,59.0,2.0,1.0,2.0,2.0,
PROTESTANT,2.0,20.0,12.0,2.0,Several times a year,6.0,21.0,2.0,PROTESTANT,Strong,Less than high school,61.0,2.0,1.0,1.0,5.0,30.0
PROTESTANT,2.0,23.0,12.0,2.0,Nearly every week,6.0,20.0,1.0,PROTESTANT,Not very strong,High school,45.0,1.0,1.0,3.0,4.0,70.0
PROTESTANT,2.0,19.0,12.0,2.0,Never,6.0,,1.0,PROTESTANT,Not very strong,High school,66.0,1.0,1.0,3.0,3.0,
PROTESTANT,2.0,24.0,12.0,2.0,Never,6.0,13.0,1.0,PROTESTANT,Not very strong,High school,55.0,2.0,1.0,3.0,3.0,50.0
PROTESTANT,2.0,18.0,12.0,1.0,Every week,6.0,16.0,1.0,PROTESTANT,Strong,High school,60.0,2.0,1.0,1.0,6.0,
PROTESTANT,3.0,19.0,12.0,2.0,Several times a week,6.0,,1.0,PROTESTANT,Strong,High school,79.0,2.0,1.0,2.0,6.0,
NONE,4.0,28.0,12.0,1.0,Never,2.0,23.0,1.0,PROTESTANT,No religion,High school,55.0,1.0,1.0,1.0,4.0,40.0
NONE,2.0,28.0,14.0,2.0,Never,6.0,19.0,2.0,NONE,No religion,High school,48.0,2.0,1.0,1.0,5.0,40.0
PROTESTANT,2.0,20.0,14.0,2.0,Nearly every week,6.0,18.0,1.0,PROTESTANT,Strong,Associate/junior college,56.0,2.0,1.0,3.0,5.0,40.0
PROTESTANT,2.0,24.0,12.0,2.0,Never,6.0,19.0,1.0,PROTESTANT,Not very strong,High school,66.0,1.0,1.0,1.0,6.0,
CATHOLIC,2.0,24.0,19.0,1.0,Every week,6.0,22.0,2.0,CATHOLIC,Not very strong,Graduate,30.0,2.0,1.0,1.0,4.0,
NONE,1.0,21.0,12.0,1.0,Never,6.0,19.0,1.0,PROTESTANT,No religion,High school,21.0,2.0,1.0,5.0,4.0,44.0
PROTESTANT,1.0,27.0,12.0,2.0,Never,6.0,15.0,1.0,PROTESTANT,Not very strong,High school,29.0,1.0,1.0,3.0,7.0,60.0
PROTESTANT,3.0,22.0,12.0,2.0,About once or twice a year,6.0,14.0,1.0,PROTESTANT,Not very strong,High school,81.0,2.0,1.0,1.0,4.0,
NONE,2.0,23.0,12.0,2.0,About once or twice a year,5.0,17.0,1.0,NONE,No religion,High school,57.0,2.0,1.0,3.0,4.0,40.0
PROTESTANT,3.0,25.0,12.0,1.0,About once or twice a year,6.0,10.0,1.0,PROTESTANT,Not very strong,High school,37.0,1.0,1.0,3.0,6.0,48.0
PROTESTANT,6.0,17.0,8.0,1.0,Never,6.0,,1.0,PROTESTANT,Strong,Less than high school,77.0,1.0,1.0,1.0,3.0,
NONE,2.0,20.0,10.0,,Less than once a year,6.0,1.0,1.0,CATHOLIC,No religion,Less than high school,67.0,1.0,2.0,4.0,,
PROTESTANT,4.0,17.0,3.0,1.0,Every week,6.0,17.0,1.0,NONE,Strong,Less than high school,34.0,2.0,3.0,1.0,1.0,40.0
PROTESTANT,0.0,,16.0,3.0,Nearly every week,6.0,23.0,2.0,PROTESTANT,Strong,Bachelor's,24.0,2.0,2.0,5.0,3.0,40.0
PROTESTANT,0.0,,16.0,1.0,2-3 times a month,6.0,14.0,2.0,PROTESTANT,Somewhat strong (vol.),High school,21.0,2.0,3.0,5.0,4.0,40.0
CATHOLIC,3.0,21.0,6.0,3.0,About once a month,6.0,5.0,1.0,NONE,Strong,Less than high school,30.0,1.0,3.0,5.0,1.0,35.0
PROTESTANT,2.0,21.0,13.0,1.0,Every week,6.0,3.0,1.0,PROTESTANT,Strong,Associate/junior college,28.0,2.0,2.0,5.0,5.0,
PROTESTANT,0.0,,14.0,2.0,Several times a year,5.0,1.0,2.0,PROTESTANT,Somewhat strong (vol.),High school,22.0,2.0,2.0,5.0,3.0,
PROTESTANT,7.0,22.0,4.0,2.0,Every week,6.0,1.0,2.0,PROTESTANT,Strong,Less than high school,84.0,1.0,2.0,1.0,3.0,
PROTESTANT,1.0,47.0,12.0,1.0,Several times a week,6.0,11.0,1.0,PROTESTANT,Strong,High school,65.0,1.0,1.0,1.0,7.0,40.0
PROTESTANT,2.0,23.0,12.0,2.0,Every week,6.0,15.0,1.0,PROTESTANT,Strong,High school,74.0,1.0,1.0,1.0,6.0,
PROTESTANT,0.0,,12.0,2.0,Several times a year,6.0,8.0,1.0,PROTESTANT,Strong,High school,89.0,2.0,1.0,5.0,,
PROTESTANT,4.0,19.0,12.0,3.0,About once a month,6.0,21.0,1.0,PROTESTANT,Not very strong,High school,46.0,1.0,2.0,3.0,3.0,40.0
PROTESTANT,5.0,17.0,8.0,3.0,Never,6.0,,6.0,PROTESTANT,Not very strong,Less than high school,74.0,2.0,1.0,2.0,6.0,
PROTESTANT,3.0,17.0,11.0,1.0,Several times a week,6.0,18.0,2.0,PROTESTANT,Strong,Less than high school,34.0,2.0,1.0,1.0,4.0,37.0
NONE,3.0,16.0,14.0,2.0,Never,6.0,21.0,2.0,PROTESTANT,No religion,Associate/junior college,34.0,2.0,2.0,1.0,2.0,57.0
PROTESTANT,4.0,18.0,10.0,3.0,Several times a year,6.0,8.0,2.0,PROTESTANT,Somewhat strong (vol.),Less than high school,64.0,2.0,2.0,2.0,2.0,
